"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 용인시 기흥구"
"읍면동 : 서천동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"415","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","월세","84.9000","202411","16","5,000","130","6","2012","서천동로 60","202412~202612","신규","-","","","아파트"
"416","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","월세","84.7800","202411","16","5,000","130","11","2012","서천서로 27","202412~202612","신규","-","","","아파트"
"417","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.9000","202411","14","37,000","0","10","2012","서천서로 27","202501~202701","신규","-","","","아파트"
"418","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","전세","84.9000","202411","14","37,000","0","10","2012","서천서로 27","202501~202701","신규","-","","","아파트"
"419","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","84.4640","202411","13","36,000","0","17","2002","예현로 15","202503~202703","신규","-","","","아파트"
"420","경기도 용인시 기흥구 서천동","834","0834","0000","용인서천효성해링턴플레이스","전세","74.9350","202411","12","44,000","0","1","2017","서그내로 31","202501~202701","신규","-","","","아파트"
"421","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","월세","133.8740","202411","12","3,000","160","17","2002","예현로35번길 21","202411~202611","신규","-","","","아파트"
"422","경기도 용인시 기흥구 서천동","823","0823","0000","서천마을4단지쌍용예가","전세","84.9000","202411","09","40,000","0","5","2012","서천동로 60","202501~202701","신규","-","","","아파트"
"423","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","73.2363","202411","06","49,000","0","11","2017","서그내로16번길 30","202501~202701","신규","-","","","아파트"
"424","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","73.2363","202411","06","49,000","0","11","2017","서그내로16번길 30","-","-","-","","","아파트"
"425","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","월세","59.9630","202411","05","5,000","130","19","2017","서그내로16번길 30","202412~202612","신규","-","","","아파트"
"426","경기도 용인시 기흥구 서천동","700","0700","0000","SK","전세","84.4640","202411","05","33,000","0","10","2002","예현로 15","202501~202701","신규","-","","","아파트"
"427","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","73.2363","202411","05","45,000","0","21","2017","서그내로16번길 30","202502~202702","신규","-","","","아파트"
"428","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","84.2570","202410","31","35,000","0","14","2002","예현로35번길 21","202412~202612","신규","-","","","아파트"
"429","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","84.2570","202410","31","28,300","0","3","2002","예현로35번길 21","202411~202610","갱신","-","27,000","0","아파트"
"430","경기도 용인시 기흥구 서천동","708","0708","0000","서천아이파크","전세","122.4875","202410","29","62,000","0","14","2009","서그내로16번길 14","202501~202701","신규","-","","","아파트"
"431","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202410","29","1,209","45","4","2011","서천로128번길 12","202409~202611","갱신","-","5,009","34","아파트"
"432","경기도 용인시 기흥구 서천동","736","0736","0000","센트럴파크원","월세","84.9000","202410","28","10,000","110","9","2012","서천서로 27","202412~202612","신규","-","","","아파트"
"433","경기도 용인시 기흥구 서천동","755","0755","0000","서천2차IPARK","전세","75.2600","202410","26","40,000","0","11","2016","서천동로21번길 11-22","202501~202701","신규","-","","","아파트"
"434","경기도 용인시 기흥구 서천동","828","0828","0000","영통로효성해링턴플레이스1차","전세","73.2363","202410","24","45,500","0","23","2017","서그내로16번길 30","202501~202701","신규","-","","","아파트"
"435","경기도 용인시 기흥구 서천동","705","0705","0000","현대홈타운","전세","84.2570","202410","23","32,000","0","16","2002","예현로35번길 21","202411~202611","갱신","사용","32,000","0","아파트"
"436","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202410","22","956","36","11","2011","서천로128번길 12","202410~202612","갱신","-","3,956","27","아파트"
"437","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202410","21","3,956","27","11","2011","서천로128번길 12","202410~202612","신규","-","","","아파트"
"438","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202410","21","3,956","27","10","2011","서천로128번길 12","202411~202610","갱신","-","3,775","26","아파트"
"439","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","51.9300","202410","21","5,009","34","5","2011","서천로128번길 12","202410~202612","신규","-","","","아파트"
"440","경기도 용인시 기흥구 서천동","743","0743","0000","서천마을휴먼시아","월세","46.9000","202410","21","3,956","27","4","2011","서천로128번길 12","202410~202612","신규","-","","","아파트"
